congress,chamber,state,party,last_name,first_name,middle_name,born,female,ngirls,nboys,nchildren,aauw_voting,year
116,House,CA,D,Desaulnier,Mark,James,1952,0,0,2,2,100,2019
116,House,TN,R,Desjarlais,Scott,NA,1964,0,1,1,2,0,2019
116,House,FL,D,Deutch,Theodore,E.,1966,0,2,1,3,100,2019
116,House,FL,R,Diaz-Balart,Mario,NA,1961,0,0,0,0,43,2019
116,House,MI,D,Dingell,Debbie,NA,1953,1,2,2,4,100,2019
116,House,TX,D,Doggett,Lloyd,Alton,1946,0,2,0,2,100,2019
116,House,PA,D,Doyle,Michael,F.,1953,0,1,3,4,86,2019
116,House,WI,R,Duffy,Sean,NA,1971,0,5,3,8,0,2019
116,House,SC,R,Duncan,Jeff,NA,1966,0,0,3,3,0,2019
116,House,FL,R,Dunn,Neal,Patrick,1953,0,0,3,3,14,2019
116,House,MN,R,Emmer,Thomas,Earl,1961,0,1,6,7,0,2019
116,House,NY,D,Engel,Eliot,Lance,1947,0,1,2,3,100,2019
116,House,TX,D,Escobar,Veronica,NA,1969,1,1,1,2,100,2019
116,House,CA,D,Eshoo,Anna,Georges,1942,1,1,1,2,100,2019
116,House,NY,D,Espaillat,Adriano,J.,1954,0,1,1,2,100,2019
116,House,KS,R,Estes,Ron,NA,1956,0,2,1,3,0,2019
116,House,PA,D,Evans,Dwight,NA,1954,0,0,0,0,100,2019
116,House,GA,R,Ferguson,Anderson,Drew,1967,0,2,2,4,0,2019
116,House,IA,D,Finkenauer,Abby,NA,1988,1,0,0,0,86,2019
116,House,PA,R,Fitzpatrick,Brian,K.,1973,0,0,0,0,71,2019
116,House,TN,R,Fleischmann,Chuck,NA,1962,0,0,3,3,0,2019
116,House,TX,D,Fletcher,Elizabeth,Pannill,1975,1,0,0,0,71,2019
116,House,TX,R,Flores,Bill,NA,1954,0,0,2,2,0,2019
116,House,NE,R,Fortenberry,Jeff,NA,1960,0,5,0,5,17,2019
116,House,IL,D,Foster,Bill,NA,1955,0,1,1,2,86,2019
116,House,NC,R,Foxx,Virginia,Ann,1943,1,1,0,1,14,2019
116,House,FL,D,Frankel,Lois,NA,1948,1,0,1,1,100,2019
116,House,OH,D,Fudge,Marcia,L.,1952,1,0,0,0,86,2019
116,House,ID,R,Fulcher,Russell,NA,1973,0,1,0,1,0,2019
116,House,CA,R,GARCIA,Mike,NA,1976,0,0,2,2,0,2019
116,House,HI,D,Gabbard,Tulsi,NA,1981,1,0,0,0,75,2019
116,House,FL,R,Gaetz,Matthew,L.,1982,0,0,0,0,0,2019
116,House,WI,R,Gallagher,Michael,NA,1984,0,0,0,0,14,2019
116,House,AZ,D,Gallego,Ruben,NA,1979,0,0,0,0,100,2019
116,House,CA,D,Garamendi,John,NA,1945,0,5,1,6,86,2019
116,House,TX,D,Garcia,Sylvia,NA,1950,1,0,0,0,100,2019
116,House,IL,D,Garcia,Jesus,NA,1956,0,1,2,3,100,2019
116,House,MT,R,Gianforte,Greg,NA,1961,0,1,3,4,0,2019
116,House,OH,R,Gibbs,Bob,NA,1954,0,1,2,3,0,2019
116,House,TX,R,Gohmert,Louie,NA,1953,0,3,0,3,0,2019
116,House,ME,D,Golden,Jared,NA,1982,0,1,0,1,86,2019
116,House,CA,D,Gomez,Jimmy,NA,1974,0,0,0,0,86,2019
116,House,OH,R,Gonzalez,Anthony,NA,1984,0,1,1,2,14,2019
116,House,TX,D,Gonzalez,Vicente,NA,1967,0,0,0,0,86,2019
116,House,TX,R,Gooden,Lance,NA,1982,0,1,1,2,0,2019
116,House,AZ,R,Gosar,Paul,NA,1958,0,2,1,3,0,2019
116,House,NJ,D,Gottheimer,Josh,S.,1975,0,1,1,2,86,2019
116,House,TX,R,Granger,Kay,NA,1943,1,1,2,3,17,2019
116,House,LA,R,Graves,Garret,NA,1972,0,1,2,3,14,2019
116,House,MO,R,Graves,Samuel,NA,1963,0,2,1,3,0,2019
116,House,GA,R,Graves,Tom,NA,1970,0,2,1,3,14,2019
116,House,TX,D,Green,Al,NA,1947,0,0,0,0,86,2019
116,House,TN,R,Green,Mark,NA,1964,0,1,1,2,0,2019
116,House,VA,R,Griffith,H.,Morgan,1958,0,1,2,3,0,2019
116,House,AZ,D,Grijalva,Raul,M.,1948,0,3,0,3,100,2019
116,House,WI,R,Grothman,Glenn,NA,1955,0,0,0,0,0,2019
116,House,MS,R,Guest,Michael,NA,1970,0,0,2,2,14,2019
116,House,KY,R,Guthrie,Brett,NA,1964,0,2,1,3,14,2019
116,House,NM,D,Haaland,Debra,NA,1960,1,0,0,0,100,2019
116,House,MN,R,Hagedorn,Jim,NA,1962,0,0,0,0,0,2019
116,House,GA,D,Hall,Kwanza,NA,1971,0,0,2,2,50,2019
116,House,CA,D,Harder,Josh,NA,1986,0,0,0,0,100,2019
116,House,MD,R,Harris,Andy,NA,1957,0,3,2,5,0,2019
116,House,MO,R,Hartzler,Vicky,NA,1960,1,1,0,1,14,2019
116,House,FL,D,Hastings,Alcee,Lamar,1936,0,2,1,3,100,2019
116,House,CT,D,Hayes,Jahana,NA,1973,1,1,0,1,100,2019
116,House,WA,D,Heck,Denny,NA,1952,0,0,2,2,100,2019
116,House,OK,R,Hern,Kevin,NA,1961,0,1,2,3,0,2019
116,House,WA,R,Herrera Beutler,Jaime,NA,1978,1,2,1,3,14,2019
116,House,GA,R,Hice,Jody,Brownlow,1960,0,2,0,2,0,2019
116,House,NY,D,Higgins,Brian,NA,1959,0,1,1,2,86,2019
116,House,LA,R,Higgins,Clay,NA,1961,0,0,0,0,0,2019
116,House,AR,R,Hill,French,NA,1956,0,1,1,2,14,2019
116,House,CA,D,Hill,Katie,NA,1987,1,0,1,1,100,2019
116,House,CT,D,Himes,James,A.,1966,0,2,0,2,100,2019
116,House,NC,R,Holding,George,E.B.,1968,0,3,1,4,0,2019
116,House,IN,R,Hollingsworth,Joseph,Albert,1983,0,0,1,1,14,2019
116,House,OK,D,Horn,Kendra,NA,1976,1,NA,NA,NA,57,2019
116,House,NV,D,Horsford,Steven,NA,1973,0,1,2,3,86,2019
116,House,PA,D,Houlahan,Christina,NA,1967,1,3,0,3,86,2019
116,House,MD,D,Hoyer,Steny,Hamilton,1939,0,3,0,3,86,2019
116,House,NC,R,Hudson,Richard,NA,1971,0,0,1,1,14,2019
116,House,CA,D,Huffman,Jared,NA,1964,0,1,1,2,100,2019
116,House,MI,R,Huizenga,Bill,NA,1969,0,1,4,5,14,2019
116,House,CA,R,Hunter,Duncan,Duane,1976,0,2,1,3,0,2019
116,House,TX,R,Hurd,William,Ballard,1977,0,0,0,0,43,2019
116,House,TX,D,Jackson Lee,Sheila,NA,1950,1,1,1,2,100,2019
116,House,NY,R,Jacobs,Chris,NA,1966,0,1,0,1,0,2019
116,House,WA,D,Jayapal,Pramila,NA,1965,1,0,1,1,100,2019
116,House,NY,D,Jeffries,Hakeem,NA,1970,0,0,2,2,100,2019
116,House,TX,D,Johnson,Eddie,Bernice,1935,1,0,1,1,86,2019
116,House,OH,R,Johnson,Bill,NA,1954,0,2,2,4,0,2019
116,House,SD,R,Johnson,Dustin,NA,1976,0,0,3,3,14,2019
116,House,GA,D,Johnson,Hank,NA,1954,0,1,1,2,86,2019
116,House,LA,R,Johnson,Mike,NA,1972,0,2,2,4,17,2019
116,House,NC,R,Jones,Walter,Beaman,1943,0,1,0,1,0,2019
116,House,OH,R,Jordan,Jim,NA,1964,0,2,2,4,0,2019
116,House,OH,R,Joyce,David,NA,1957,0,2,1,3,14,2019
116,House,PA,R,Joyce,John,NA,1957,0,0,0,0,0,2019
116,House,OH,D,Kaptur,Marcia,Carolyn,1946,1,0,0,0,100,2019
116,House,NY,R,Katko,John,NA,1962,0,0,3,3,29,2019
116,House,MA,D,Keating,William,R.,1952,0,1,1,2,100,2019
116,House,PA,R,Keller,Fred,NA,1965,0,1,1,2,20,2019
116,House,IL,D,Kelly,Robin,L.,1956,1,1,1,2,100,2019
116,House,PA,R,Kelly,Mike,NA,1948,0,1,3,4,14,2019
116,House,MS,R,Kelly,Trent,NA,1966,0,1,2,3,14,2019
116,House,MA,D,Kennedy,Joseph,P.,1980,0,1,1,2,100,2019
116,House,CA,D,Khanna,Ro,NA,1976,0,1,1,2,100,2019
116,House,MI,D,Kildee,Dan,NA,1958,0,1,2,3,100,2019
116,House,WA,D,Kilmer,Derek,NA,1974,0,2,0,2,100,2019
116,House,NJ,D,Kim,Andy,NA,1982,0,0,2,2,86,2019
116,House,WI,D,Kind,Ron,NA,1963,0,0,2,2,86,2019
116,House,NY,R,King,Peter,T.,1944,0,1,1,2,14,2019
116,House,IA,R,King,Steve,NA,1949,0,0,3,3,0,2019
116,House,IL,R,Kinzinger,Adam,NA,1978,0,0,0,0,17,2019
116,House,AZ,D,Kirkpatrick,Ann,NA,1950,1,2,0,2,100,2019
116,House,IL,D,Krishnamoorthi,S.,Raja,1973,0,1,2,3,100,2019
116,House,NH,D,Kuster,Ann,McLane,1956,1,0,2,2,100,2019
116,House,TN,R,Kustoff,David,NA,1966,0,1,1,2,14,2019
116,House,IL,R,Lahood,Darin,NA,1968,0,0,3,3,0,2019
116,House,CA,R,Lamalfa,Doug,NA,1960,0,3,1,4,0,2019
116,House,PA,D,Lamb,Conor,NA,1984,0,1,1,2,86,2019
116,House,CO,R,Lamborn,Doug,NA,1954,0,1,4,5,0,2019
116,House,RI,D,Langevin,James,NA,1964,0,0,0,0,100,2019
116,House,WA,D,Larsen,Richard,Ray,1965,0,0,2,2,100,2019
116,House,CT,D,Larson,John,B.,1948,0,2,1,3,100,2019
116,House,OH,R,Latta,Robert,E.,1956,0,2,0,2,14,2019
116,House,MI,D,Lawrence,Brenda,L.,1954,1,1,1,2,100,2019
116,House,FL,D,Lawson,Alfred,NA,1948,0,1,1,2,100,2019
116,House,CA,D,Lee,Barbara,NA,1946,1,0,2,2,100,2019
116,House,NV,D,Lee,Susie,NA,1966,1,1,1,2,71,2019
116,House,AZ,R,Lesko,Debbie,NA,1958,1,2,1,3,0,2019
116,House,MI,D,Levin,Andy,NA,1960,0,1,3,4,100,2019
116,House,CA,D,Levin,Mike,NA,1978,0,1,1,2,100,2019
116,House,GA,D,Lewis,John,R.,1940,0,0,1,1,100,2019
116,House,CA,D,Lieu,Ted,NA,1969,0,0,2,2,100,2019
116,House,IL,D,Lipinski,Daniel,NA,1966,0,NA,NA,NA,86,2019
116,House,IA,D,Loebsack,Dave,NA,1952,0,2,0,2,71,2019
116,House,CA,D,Lofgren,Zoe,NA,1947,1,1,1,2,100,2019
116,House,MO,R,Long,Billy,NA,1955,0,2,0,2,0,2019
116,House,GA,R,Loudermilk,Barry,D.,1963,0,1,2,3,0,2019
116,House,CA,D,Lowenthal,Alan,NA,1941,0,0,2,2,100,2019
116,House,NY,D,Lowey,Nita,M.,1937,1,2,1,3,86,2019
116,House,OK,R,Lucas,Frank,D.,1960,0,2,1,3,14,2019
116,House,MO,R,Luetkemeyer,Blaine,NA,1952,0,2,1,3,14,2019
116,House,NM,D,Lujan,Ben,Ray,1972,0,NA,NA,NA,100,2019
116,House,VA,D,Luria,Elaine,NA,1975,1,1,0,1,100,2019
116,House,MA,D,Lynch,Stephen,F.,1955,0,1,0,1,100,2019
116,House,NJ,D,Malinowski,Tom,NA,1965,0,1,0,1,86,2019
116,House,NY,D,Maloney,Carolyn,Bosher,1946,1,2,0,2,100,2019
116,House,NY,D,Maloney,Sean,Patrick,1966,0,1,2,3,100,2019
116,House,TX,R,Marchant,Kenny,NA,1951,0,1,3,4,0,2019
116,House,PA,R,Marino,Thomas,A.,1952,0,1,1,2,0,2019
116,House,KS,R,Marshall,Roger,Wayne,1960,0,1,3,4,0,2019
116,House,KY,R,Massie,Thomas,NA,1971,0,2,2,4,0,2019
116,House,FL,R,Mast,Brian,Jeffery,1980,0,1,2,3,0,2019
116,House,CA,D,Matsui,Doris,NA,1944,1,0,1,1,100,2019
116,House,CA,R,McCarthy,Kevin,NA,1965,0,1,1,2,14,2019
116,House,TX,R,McCaul,Michael,T.,1962,0,4,1,5,14,2019
116,House,CA,R,McClintock,Tom,NA,1956,0,1,1,2,0,2019
116,House,MN,D,McCollum,Betty,NA,1954,1,1,1,2,100,2019
116,House,MA,D,McGovern,James,P.,1959,0,1,1,2,100,2019
116,House,NC,R,McHenry,Patrick,T.,1975,0,2,0,2,17,2019
116,House,WV,R,McKinley,David,NA,1947,0,2,2,4,14,2019
116,House,WA,R,McMorris Rodgers,Cathy,NA,1969,1,2,1,3,14,2019
116,House,CA,D,McNerney,Jerry,NA,1951,0,1,2,3,86,2019
116,House,UT,D,Mcadams,Ben,NA,1974,0,2,2,4,57,2019
116,House,GA,D,Mcbath,Lucy,NA,1960,1,0,1,1,100,2019
116,House,VA,D,Mceachin,Aston,Donald,1961,0,2,1,3,100,2019
116,House,NC,R,Meadows,Mark,NA,1959,0,1,1,2,0,2019
116,House,NY,D,Meeks,Gregory,W.,1953,0,3,0,3,100,2019
116,House,NY,D,Meng,Grace,NA,1975,1,0,2,2,100,2019
116,House,PA,R,Meuser,Dan,NA,1964,0,2,1,3,0,2019
116,House,MD,D,Mfume,Kweisi,NA,1948,0,1,5,6,0,2019
116,House,WV,R,Miller,Carol,NA,1950,1,0,2,2,0,2019
116,House,MI,R,Mitchell,Paul,NA,1961,0,3,3,6,14,2019
116,House,MI,R,Moolenaar,John,NA,1961,0,3,3,6,14,2019
116,House,WV,R,Mooney,Alex,X.,1971,0,1,1,2,0,2019
116,House,WI,D,Moore,Gwendolynne,S.,1951,1,1,2,3,100,2019
116,House,NY,D,Morelle,Joseph,NA,1957,0,1,2,3,86,2019
116,House,MA,D,Moulton,Seth,NA,1978,0,2,0,2,100,2019
116,House,FL,D,Mucarsel-Powell,Debbie,NA,1971,1,2,1,3,100,2019
116,House,OK,R,Mullin,Markwayne,NA,1977,0,3,2,5,0,2019
116,House,NC,R,Murphy,Gregory,Francis,1963,0,1,2,3,25,2019
116,House,FL,D,Murphy,Stephanie,NA,1978,1,1,1,2,86,2019
116,House,NY,D,Nadler,Jerrold,Lewis,1947,0,0,1,1,100,2019
116,House,CA,D,Napolitano,Grace,Flores,1936,1,2,3,5,100,2019
116,House,MA,D,Neal,Richard,Edmund,1949,0,1,3,4,100,2019
116,House,CO,D,Neguse,Joseph,NA,1984,0,1,0,1,100,2019
116,House,WA,R,Newhouse,Daniel,Milton,1955,0,2,0,2,0,2019
116,House,NJ,D,Norcross,Donald,NA,1958,0,1,2,3,100,2019
116,House,SC,R,Norman,Ralph,NA,1953,0,3,1,4,0,2019
116,House,CA,R,Nunes,Devin,NA,1973,0,3,0,3,0,2019
116,House,AZ,D,O'halleran,Thomas,C.,1946,0,1,2,3,71,2019
116,House,NY,D,Ocasio-Cortez,Alexandria,NA,1989,1,0,0,0,100,2019
116,House,TX,R,Olson,Pete,NA,1962,0,1,1,2,0,2019
116,House,MN,D,Omar,Ilhan,NA,1981,1,2,1,3,100,2019
116,House,MS,R,Palazzo,Steven,NA,1970,0,1,2,3,0,2019
116,House,NJ,D,Pallone,Frank,NA,1951,0,2,1,3,86,2019
116,House,AL,R,Palmer,Gary,James,1954,0,2,1,3,0,2019
116,House,CA,D,Panetta,James,Varni,1969,0,1,1,2,86,2019
116,House,NH,D,Pappas,Chris,NA,1980,0,0,0,0,86,2019
116,House,NJ,D,Pascrell,William,J.,1937,0,0,3,3,86,2019
116,House,NJ,D,Payne,Donald,NA,1958,0,1,2,3,100,2019
116,House,CA,D,Pelosi,Nancy,NA,1940,1,4,1,5,67,2019
116,House,IN,R,Pence,Gregory,NA,1956,0,2,2,4,14,2019
116,House,CO,D,Perlmutter,Ed,NA,1953,0,3,0,3,100,2019
116,House,PA,R,Perry,Scott,NA,1962,0,2,0,2,14,2019
116,House,CA,D,Peters,Scott,NA,1958,0,1,1,2,86,2019
116,House,MN,D,Peterson,Collin,Clark,1944,0,0,3,3,67,2019
116,House,MN,D,Phillips,Dean,NA,1969,0,2,0,2,86,2019
116,House,ME,D,Pingree,Chellie,NA,1955,1,2,1,3,100,2019
116,House,WI,D,Pocan,Mark,NA,1964,0,0,0,0,100,2019
116,House,CA,D,Porter,Katie,NA,1974,1,1,2,3,100,2019
116,House,FL,R,Posey,Bill,NA,1947,0,2,0,2,0,2019
116,House,MA,D,Pressley,Ayanna,NA,1974,1,0,0,0,100,2019
116,House,NC,D,Price,David,Eugene,1940,0,1,1,2,86,2019
116,House,IL,D,Quigley,Mike,NA,1958,0,2,0,2,100,2019
116,House,MD,D,Raskin,Jamie,Ben,1962,0,2,1,3,100,2019
116,House,TX,R,Ratcliffe,John,NA,1965,0,2,0,2,0,2019
116,House,NY,R,Reed,Thomas,W.,1971,0,1,1,2,43,2019
116,House,PA,R,Reschenthaler,Guy,NA,1983,0,0,0,0,14,2019
116,House,NY,D,Rice,Kathleen,Maura,1965,1,0,0,0,100,2019
116,House,SC,R,Rice,Tom,NA,1957,0,0,3,3,0,2019
116,House,LA,D,Richmond,Cedric,NA,1973,0,0,1,1,100,2019
116,House,VA,R,Riggleman,Denver,NA,1970,0,3,0,3,0,2019
116,House,AL,R,Roby,Martha,NA,1976,1,1,1,2,14,2019
116,House,TN,R,Roe,David,P.,1945,0,1,2,3,14,2019
116,House,KY,R,Rogers,Harold,Dallas,1937,0,1,2,3,14,2019
116,House,AL,R,Rogers,Michael,Dennis,1958,0,1,2,3,14,2019
116,House,FL,R,Rooney,Francis,NA,1953,0,1,2,3,17,2019
116,House,TN,R,Rose,John,NA,1965,0,0,1,1,0,2019
116,House,NY,D,Rose,Max,NA,1986,0,0,1,1,83,2019
116,House,CA,D,Rouda,Harley,NA,1961,0,2,2,4,100,2019
116,House,NC,R,Rouzer,David,NA,1972,0,0,3,3,0,2019
116,House,TX,R,Roy,Charles,NA,1972,0,1,1,2,0,2019
116,House,CA,D,Roybal-Allard,Lucille,NA,1941,1,1,1,2,100,2019
116,House,CA,D,Ruiz,Raul,NA,1972,0,2,0,2,86,2019
116,House,MD,D,Ruppersberger,C. A.,Dutch,1946,0,1,1,2,86,2019
116,House,IL,D,Rush,Bobby,L.,1946,0,1,4,5,100,2019
116,House,FL,R,Rutherford,John,Henry,1952,0,1,1,2,0,2019
116,House,OH,D,Ryan,Timothy,J.,1973,0,0,1,1,100,2019
116,House,MD,D,Sarbanes,John,NA,1962,0,1,2,3,100,2019
116,House,LA,R,Scalise,Steve,NA,1965,0,1,1,2,14,2019
116,House,PA,D,Scanlon,Mary,Gay,1959,1,1,2,3,100,2019
116,House,IL,D,Schakowsky,Janice,D.,1944,0,1,1,2,100,2019
116,House,CA,D,Schiff,Adam,NA,1960,0,1,1,2,86,2019
116,House,IL,D,Schneider,Brad,NA,1961,0,0,2,2,86,2019
116,House,OR,D,Schrader,Kurt,NA,1951,0,2,3,5,57,2019
116,House,WA,D,Schrier,Kim,NA,1968,1,0,1,1,86,2019
116,House,AZ,R,Schweikert,David,NA,1962,0,1,0,1,0,2019
116,House,VA,D,Scott,Robert,C.,1947,0,0,0,0,86,2019
116,House,GA,R,Scott,Austin,NA,1969,0,1,2,3,14,2019
116,House,GA,D,Scott,David,NA,1945,0,2,0,2,100,2019
116,House,WI,R,Sensenbrenner,Frank,James,1943,0,0,2,2,0,2019
116,House,NY,D,Serrano,Jose,E.,1943,0,2,3,5,100,2019
116,House,AL,D,Sewell,Terri,NA,1965,1,0,0,0,86,2019
116,House,FL,D,Shalala,Donna,NA,1941,1,0,0,0,100,2019
116,House,CA,D,Sherman,Brad,NA,1954,0,3,0,3,86,2019
116,House,NJ,D,Sherrill,Mikie,NA,1972,1,2,2,4,86,2019
116,House,IL,R,Shimkus,John,M.,1958,0,0,3,3,0,2019
116,House,ID,R,Simpson,Michael,K.,1950,0,0,0,0,17,2019
116,House,NJ,D,Sires,Albio,NA,1951,0,1,0,1,100,2019
116,House,MI,D,Slotkin,Elissa,NA,1976,1,0,0,0,100,2019
116,House,NJ,R,Smith,Christopher,Henry,1953,0,2,2,4,57,2019
116,House,WA,D,Smith,Adam,NA,1965,0,1,1,2,100,2019
116,House,NE,R,Smith,Adrian,NA,1970,0,1,0,1,0,2019
116,House,MO,R,Smith,Jason,NA,1980,0,0,0,0,0,2019
116,House,PA,R,Smucker,Lloyd,K.,1964,0,2,1,3,17,2019
116,House,FL,D,Soto,Darren,Michael,1978,0,0,0,0,100,2019
116,House,VA,D,Spanberger,Abigail,NA,1979,1,3,0,3,100,2019
116,House,FL,R,Spano,Ross,NA,1966,0,3,1,4,14,2019
116,House,CA,D,Speier,Karen,Lorraine Jacqueline,1950,1,1,1,2,100,2019
116,House,AZ,D,Stanton,Greg,NA,1970,0,1,1,2,86,2019
116,House,MN,R,Stauber,Peter,NA,1966,0,1,3,4,14,2019
116,House,NY,R,Stefanik,Elise,M.,1984,1,0,0,0,29,2019
116,House,WI,R,Steil,Bryan,NA,1981,0,0,0,0,14,2019
116,House,FL,R,Steube,William,NA,1978,0,0,1,1,0,2019
116,House,MI,D,Stevens,Haley,NA,1983,1,0,0,0,86,2019
116,House,UT,R,Stewart,Chris,NA,1960,0,2,4,6,0,2019
116,House,OH,R,Stivers,Steve,NA,1965,0,1,1,2,14,2019
116,House,NY,D,Suozzi,Thomas,NA,1962,0,1,2,3,100,2019
116,House,CA,D,Swalwell,Eric,NA,1980,0,1,1,2,83,2019
116,House,CA,D,Sanchez,Linda,T.,1969,1,0,1,1,100,2019
116,House,WI,R,TIFFANY,Thomas,P.,1957,0,3,0,3,0,2019
116,House,CA,D,Takano,Mark,NA,1960,0,0,0,0,100,2019
116,House,TX,R,Taylor,Nicholas,NA,1972,0,3,0,3,0,2019
116,House,MS,D,Thompson,Bennie,NA,1948,0,1,0,1,100,2019
116,House,PA,R,Thompson,Glenn,NA,1959,0,0,3,3,14,2019
116,House,CA,D,Thompson,Michael,NA,1951,0,0,2,2,86,2019
116,House,TX,R,Thornberry,William,McClellan,1958,0,1,1,2,0,2019
116,House,SC,R,Timmons,William,NA,1984,0,0,0,0,0,2019
116,House,CO,R,Tipton,Scott,NA,1956,0,2,0,2,0,2019
116,House,NV,D,Titus,Alice,NA,1950,1,0,0,0,100,2019
116,House,MI,D,Tlaib,Rashida,NA,1976,1,0,2,2,100,2019
116,House,NY,D,Tonko,Paul,NA,1949,0,0,0,0,100,2019
116,House,CA,D,Torres,Norma,Judith,1965,1,0,3,3,86,2019
116,House,NM,D,Torres Small,Xochitl,NA,1984,1,0,0,0,57,2019
116,House,MA,D,Trahan,Lori,NA,1973,1,2,3,5,100,2019
116,House,MD,D,Trone,David,NA,1955,0,3,1,4,100,2019
116,House,OH,R,Turner,Michael,R.,1960,0,2,0,2,17,2019
116,House,IL,D,Underwood,Lauren,NA,1986,1,0,0,0,86,2019
116,House,MI,R,Upton,Frederick,Stephen,1953,0,1,1,2,14,2019
116,House,NJ,D,Van Drew,Jefferson,NA,1953,0,1,1,2,71,2019
116,House,CA,D,Vargas,Juan,NA,1961,0,2,0,2,100,2019
116,House,TX,D,Veasey,Marc,NA,1971,0,0,1,1,86,2019
116,House,TX,D,Vela,Filemon,NA,1963,0,0,0,0,100,2019
116,House,NY,D,Velazquez,Nydia,M.,1953,1,0,0,0,100,2019
116,House,IN,D,Visclosky,Peter,NA,1949,0,0,2,2,86,2019
116,House,MO,R,Wagner,Ann,NA,1962,1,1,2,3,14,2019
116,House,MI,R,Walberg,Tim,NA,1951,0,1,2,3,14,2019
116,House,OR,R,Walden,Greg,NA,1957,0,0,1,1,29,2019
116,House,NC,R,Walker,Bradley,Mark,1969,0,2,1,3,17,2019
116,House,IN,R,Walorski,Jackie,NA,1963,1,0,0,0,0,2019
116,House,FL,R,Waltz,Michael,NA,1974,0,1,0,1,14,2019
116,House,FL,D,Wasserman Schultz,Debbie,NA,1966,1,2,1,3,100,2019
116,House,CA,D,Waters,Maxine,NA,1938,1,1,1,2,100,2019
116,House,KS,R,Watkins,Steve,NA,1976,0,NA,NA,NA,0,2019
116,House,NJ,D,Watson Coleman,Bonnie,NA,1945,1,0,1,1,100,2019
116,House,TX,R,Weber,Randy,NA,1953,0,1,2,3,0,2019
116,House,FL,R,Webster,Daniel,A.,1949,0,2,4,6,0,2019
116,House,VT,D,Welch,Peter,NA,1947,0,0,0,0,100,2019
116,House,OH,R,Wenstrup,Brad,NA,1958,0,1,1,2,0,2019
116,House,AR,R,Westerman,Bruce,Eugene,1967,0,2,2,4,17,2019
116,House,VA,D,Wexton,Jennifer,NA,1968,1,0,2,2,100,2019
116,House,PA,D,Wild,Susan,NA,1957,1,1,1,2,86,2019
116,House,TX,R,Williams,Roger,NA,1949,0,2,0,2,0,2019
116,House,SC,R,Wilson,Addison,Graves,1947,0,0,4,4,20,2019
116,House,FL,D,Wilson,Frederica,NA,1942,1,2,1,3,100,2019
116,House,VA,R,Wittman,Robert,J.,1959,0,1,1,2,14,2019
116,House,AR,R,Womack,Steve,NA,1957,0,0,1,1,14,2019
116,House,GA,R,Woodall,Rob,NA,1970,0,NA,NA,NA,0,2019
116,House,TX,R,Wright,Ron,NA,1953,0,1,2,3,0,2019
116,House,KY,D,Yarmuth,John,NA,1947,0,0,1,1,100,2019
116,House,FL,R,Yoho,Ted,NA,1955,0,2,1,3,0,2019
116,House,AK,R,Young,Donald,Edwin,1933,0,2,0,2,17,2019
116,House,NY,R,Zeldin,Lee,M,1980,0,2,0,2,14,2019
